ecosystem,repository,number,title,outcome,review_theme,reason_confirmed,reason_note,url
seL4,seL4/seL4,728,boot: improve memory region sanity checks,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/728
seL4,seL4/seL4,1710,Add extra DSB to seL4_ARM_Page_Unify_Instruction,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1710
seL4,seL4/seL4,1709,"aarch32,riscv: exclusive KernelPaddrUserTop",merged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1709
seL4,seL4/seL4,1318,aarch64/vcpu: refine guest vcpu context,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1318
seL4,seL4/seL4,1673,"Fix MCS / ARM VCPU interrupt interaction, try 3",merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1673
seL4,seL4/seL4,1708,cmake: Fix timer frequency export to userspace,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1708
seL4,seL4/seL4,1332,gic_v3: fix SRE in hyp mode,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1332
seL4,seL4/seL4,1515,Add support for Raspberry Pi 5B,merged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1515
seL4,seL4/seL4,1722,[do not merge] macos testing,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1722
seL4,seL4/seL4,1714,boot: fix potential unsigned underflow in x86 ELF loader,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1714
seL4,seL4/seL4,1534,sel4.h: add missing vmenter.h include,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1534
seL4,seL4/seL4,692,Mcs bug fixes,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/692
seL4,seL4/seL4,1662,SMP: fix MCS scheduling bugs with passive servers and core migration,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1662
seL4,seL4/seL4,720,boot: handle inclusive region end properly,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/720
seL4,seL4/seL4,1704,IOMMU: Add large page support for IOSpaces,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1704
seL4,seL4/seL4,1308,microkit: remove const qualifiers from domain variables,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1308
seL4,seL4/seL4,1366,hifive: reflect lower TIMER_PRECISION in config,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1366
seL4,seL4/seL4,1295,sel4-deps: cypthon >=3 breaks pyyaml < 6 at build,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1295
seL4,seL4/seL4,1684,pc99/acpi: align access for each MADT entry,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1684
seL4,seL4/seL4,1411,riscv: disable clock sync test on boot,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1411
seL4,seL4/seL4,1649,testing only,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1649
seL4,seL4/seL4,1668,aarch64: use valid MemAttr values for Stage-2 PT,closed_unmerged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1668
seL4,seL4/seL4,1603,RISC-V: Implement hardware-assisted safe user memory access,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1603
seL4,seL4/seL4,1638,[drop] testing only,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1638
seL4,seL4/seL4,1344,[RFC-15] Add experimental CHERI support (hybrid kernel),closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1344
seL4,seL4/seL4,1363,Flexible Untyped Memory Regions,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1363
seL4,seL4/seL4,1438,x86/vcpu: Allow CR0.PE and CR0.PG to be cleared,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1438
seL4,seL4/seL4,1443,arch/x86: Support Xen x86/HVM direct boot ABI,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1443
HelenOS,HelenOS/helenos,260,ext4: small write refactor + block leak fix,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/260
HelenOS,HelenOS/helenos,258,cp: use DATA_XFER_LIMIT,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/258
HelenOS,HelenOS/helenos,257,mkfile: use DATA_XFER_LIMIT,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/257
HelenOS,HelenOS/helenos,253,only export shared lib if allowed,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/253
HelenOS,HelenOS/helenos,254,"mips32, ppc32: add atomic 8 byte load store, 1 byte cmpexchg",merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/254
HelenOS,HelenOS/helenos,261,lib/device/src/bd_srv.c: answer with return code,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/261
HelenOS,HelenOS/helenos,252,add shared libraries to export-dev,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/252
HelenOS,HelenOS/helenos,251,uspace/app/blkdump: fix argv null deref,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/251
HelenOS,HelenOS/helenos,250,libcrypto: create_hash(): const qual for input arg,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/250
HelenOS,HelenOS/helenos,248,lib/c/arch/arm32: add __atomic_compare_exchange_1,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/248
HelenOS,HelenOS/helenos,249,"lib/c/arch/arm32: add __atomic_{load,store}_8",merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/249
HelenOS,HelenOS/helenos,245,implement key-based pthread local storage,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/245
HelenOS,HelenOS/helenos,242,init RTLD runtime at load time even for statically linked binaries,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/242
HelenOS,HelenOS/helenos,244,fix cstyle,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/244
HelenOS,HelenOS/helenos,243,fix incorrect syscall usage in tester/mapping1 test,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/243
HelenOS,HelenOS/helenos,241,ext4: support bigger blkdev block size,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/241
HelenOS,HelenOS/helenos,240,fix calculation of TLS size for main fibril,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/240
HelenOS,HelenOS/helenos,237,ata_channel_destroy(): free the channel,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/237
HelenOS,HelenOS/helenos,238,Allow bitmap to be used in userspace,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/238
HelenOS,HelenOS/helenos,236,ata_channel_destroy(): unlock channel mutex after error,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/236
HelenOS,HelenOS/helenos,262,Packet capture: final version,closed_unmerged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/262
HelenOS,HelenOS/helenos,229,Packet capture prototype,closed_unmerged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/229
HelenOS,HelenOS/helenos,259,meson/cross/mips32eb: fix compiler name,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/259
HelenOS,HelenOS/helenos,247,Created UI program 'date_cfg' for graphical setting of date and time. Fixed bug in 'aboutos' default window placement.,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/247
HelenOS,HelenOS/helenos,246,Created UI program 'date_cfg' for graphical setting of date/time,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/246
HelenOS,HelenOS/helenos,227,Deduplicate identical enums for window resizing,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/227
HelenOS,HelenOS/helenos,155,Avoid directly using .head/.next/.prev of list_t/link_t,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/155
HelenOS,HelenOS/helenos,159,Avoid using ambiguous terminology in str.h/str.c,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/159
HelenOS,HelenOS/helenos,224,Taskbar edit and new Application launcher,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/224
HelenOS,HelenOS/helenos,221,Reorganize licensing information according to REUSE guidelines,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/221
HelenOS,HelenOS/helenos,220,Enable -march for uspace again,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/220
HelenOS,HelenOS/helenos,209,head command added,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/209
HelenOS,HelenOS/helenos,196,Avoid use uninitialized variable in ethip_send function.,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/196
HelenOS,HelenOS/helenos,207,grep command added,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/207
HelenOS,HelenOS/helenos,177,System daemon,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/177
HelenOS,HelenOS/helenos,182,Lib array and conf,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/182
HelenOS,HelenOS/helenos,173,Kb layout switch,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/173
HelenOS,HelenOS/helenos,210,Install meson==0.50.1 to compile correctly,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/210
HelenOS,HelenOS/helenos,203,basename and grep commands added in bdsh,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/203
HelenOS,HelenOS/helenos,205,Running multiple cpus,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/HelenOS/helenos/pull/205
QubesOS,QubesOS/qubes-core-admin,843,q-dev: fix and unify device detach on frontend shutdown,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/843
QubesOS,QubesOS/qubes-core-admin,804,tests: Add an environment sync test to TC_20_NonAudio,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/804
QubesOS,QubesOS/qubes-core-admin,803,reject invalid port 65536,merged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/803
QubesOS,QubesOS/qubes-core-admin,853,Update from dev.qubes-os.org to doc.qubes-os.org,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/853
QubesOS,QubesOS/qubes-core-admin,854,Format files with black 26.5.1,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/854
QubesOS,QubesOS/qubes-core-admin,787,Speed disposable performance tests without a GUI,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/787
QubesOS,QubesOS/qubes-core-admin,850,Skip RemoteVM when suspending the system,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/850
QubesOS,QubesOS/qubes-core-admin,836,reflink: minor style tweaks,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/836
QubesOS,QubesOS/qubes-core-admin,835,"Allow all storage drivers to shrink volumes, like file-reflink",merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/835
QubesOS,QubesOS/qubes-core-admin,851,Call stop_encrypted() even for nominally unencrypted volumes,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/851
QubesOS,QubesOS/qubes-core-admin,845,Allow shutdown to kill preloads without force,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/845
QubesOS,QubesOS/qubes-core-admin,847,Cleanup disposable on failed startup,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/847
QubesOS,QubesOS/qubes-core-admin,800,replace random with secrets,merged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/800
QubesOS,QubesOS/qubes-core-admin,796,Close qmemman client with correct handler,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/796
QubesOS,QubesOS/qubes-core-admin,757,Wait for user session for preloaded disposables,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/757
QubesOS,QubesOS/qubes-core-admin,806,tests: use dom0's version for installing templates via mgmtvm,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/806
QubesOS,QubesOS/qubes-core-admin,846,Fix devices handling with RemoteVM present,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/846
QubesOS,QubesOS/qubes-core-admin,844,Set fail_on_warning to true,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/844
QubesOS,QubesOS/qubes-core-admin,837,Fix documentation warning,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/837
QubesOS,QubesOS/qubes-core-admin,842,tests: reduce maxmem of HVM when running in nested virt,merged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/842
QubesOS,QubesOS/qubes-core-admin,798,devices: prevent attaching devices to dom0 without --force flag,closed_unmerged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/798
QubesOS,QubesOS/qubes-core-admin,479,Allow volume shrinking,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/479
QubesOS,QubesOS/qubes-core-admin,826,Inform clients about suspend,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/826
QubesOS,QubesOS/qubes-core-admin,723,Initialize asyncio event loop before using it,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/723
QubesOS,QubesOS/qubes-core-admin,697,Skip early boot exceptions for preloaded removal,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/697
QubesOS,QubesOS/qubes-core-admin,818,Skip running check for untrusted_qdb access,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/818
QubesOS,QubesOS/qubes-core-admin,775,Integer comparison on qube volume size,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/775
QubesOS,QubesOS/qubes-core-admin,773,Disable preloaded disposable volume size check,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/773
QubesOS,QubesOS/qubes-core-admin,797,Add Qubes and 3mdeb master keys,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/797
QubesOS,QubesOS/qubes-core-admin,788,Fix case-sensitive event string matching in QubesMgmtEventsDispatcher,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/788
QubesOS,QubesOS/qubes-core-admin,752,Early GUI connection to preloaded disposables,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/752
QubesOS,QubesOS/qubes-core-admin,645,Better error messages,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/645
QubesOS,QubesOS/qubes-core-admin,774,Integer comparison on qube volume size,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/774
QubesOS,QubesOS/qubes-core-admin,735,Default to global default_dispvm for named disposables,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/735
QubesOS,QubesOS/qubes-core-admin,758,Switch autostart event in favor of only start,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/758
QubesOS,QubesOS/qubes-core-admin,744,"Disposable performance: Add drive information to HCL, more details in spec, more tests for line graph",closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/744
QubesOS,QubesOS/qubes-core-admin,644,doc: ProtocolError and PermissionDenied are for client bugs,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/644
QubesOS,QubesOS/qubes-core-admin,738,Ignore directories in a list,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/738
QubesOS,QubesOS/qubes-core-admin,489,Disable Hyper-V enlightenments in HVMs,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/489
QubesOS,QubesOS/qubes-core-admin,699,Introduce gui-background-color feature,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/QubesOS/qubes-core-admin/pull/699
genodelabs,genodelabs/genode,1494,hw_x86_64 changes,merged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/1494
genodelabs,genodelabs/genode,230,Issue#226,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/230
genodelabs,genodelabs/genode,5867,Add BAR fixup for I2C controller on Framework 13 Tiger Lake,closed_unmerged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5867
genodelabs,genodelabs/genode,5590,Fix potential vulnerable cloned function,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5590
genodelabs,genodelabs/genode,5853,AHCI: Resolve port initialization conflict on boot vs S4 resume,closed_unmerged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5853
genodelabs,genodelabs/genode,5801,libc: group database,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5801
genodelabs,genodelabs/genode,5784,fb_sdl: SDL2/3 compatability conversion,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5784
genodelabs,genodelabs/genode,5648,doc: fix minor typos in 25.02 release notes,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5648
genodelabs,genodelabs/genode,4787,sculpt: whitelist iwlwifi-9260 firmware and enable routing,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/4787
genodelabs,genodelabs/genode,5505,ports: replace ftp urls to http,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5505
genodelabs,genodelabs/genode,5292,"Update hello_tutorial, fix #5291",closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5292
genodelabs,genodelabs/genode,5281,.,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5281
genodelabs,genodelabs/genode,5283,.,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5283
genodelabs,genodelabs/genode,4967,remove duplicates for libs to visit during make,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/4967
genodelabs,genodelabs/genode,5197,docs: fix small typo,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/5197
genodelabs,genodelabs/genode,4991,doc/depot: fix minor typos,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/4991
genodelabs,genodelabs/genode,4993,fb_sdl: update to use sdl2,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/genodelabs/genode/pull/4993
Stichting-MINIX-Research-Foundation,Stichting-MINIX-Research-Foundation/minix,213,Replace the MINIX 3 network stack,merged,driver_storage_network,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/Stichting-MINIX-Research-Foundation/minix/pull/213
