ecosystem,repository,number,title,outcome,review_theme,reason_confirmed,reason_note,url
seL4,seL4/seL4,728,boot: improve memory region sanity checks,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/728
seL4,seL4/seL4,1710,Add extra DSB to seL4_ARM_Page_Unify_Instruction,merged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1710
seL4,seL4/seL4,1709,"aarch32,riscv: exclusive KernelPaddrUserTop",merged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1709
seL4,seL4/seL4,1318,aarch64/vcpu: refine guest vcpu context,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1318
seL4,seL4/seL4,1673,"Fix MCS / ARM VCPU interrupt interaction, try 3",merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1673
seL4,seL4/seL4,1708,cmake: Fix timer frequency export to userspace,merged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1708
seL4,seL4/seL4,1332,gic_v3: fix SRE in hyp mode,merged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1332
seL4,seL4/seL4,1515,Add support for Raspberry Pi 5B,merged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1515
seL4,seL4/seL4,1722,[do not merge] macos testing,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1722
seL4,seL4/seL4,1714,boot: fix potential unsigned underflow in x86 ELF loader,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1714
seL4,seL4/seL4,1534,sel4.h: add missing vmenter.h include,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1534
seL4,seL4/seL4,692,Mcs bug fixes,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/692
seL4,seL4/seL4,1662,SMP: fix MCS scheduling bugs with passive servers and core migration,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1662
seL4,seL4/seL4,720,boot: handle inclusive region end properly,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/720
seL4,seL4/seL4,1704,IOMMU: Add large page support for IOSpaces,closed_unmerged,security_memory_safety,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1704
seL4,seL4/seL4,1308,microkit: remove const qualifiers from domain variables,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1308
seL4,seL4/seL4,1366,hifive: reflect lower TIMER_PRECISION in config,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1366
seL4,seL4/seL4,1295,sel4-deps: cypthon >=3 breaks pyyaml < 6 at build,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1295
seL4,seL4/seL4,1684,pc99/acpi: align access for each MADT entry,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1684
seL4,seL4/seL4,1411,riscv: disable clock sync test on boot,closed_unmerged,concurrency_scheduling,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1411
seL4,seL4/seL4,1649,testing only,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1649
seL4,seL4/seL4,1668,aarch64: use valid MemAttr values for Stage-2 PT,closed_unmerged,architecture_platform,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1668
seL4,seL4/seL4,1603,RISC-V: Implement hardware-assisted safe user memory access,closed_unmerged,other,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1603
seL4,seL4/seL4,1638,[drop] testing only,closed_unmerged,testing_tooling_process,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1638
seL4,seL4/seL4,1344,[RFC-15] Add experimental CHERI support (hybrid kernel),closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1344
seL4,seL4/seL4,1363,Flexible Untyped Memory Regions,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1363
seL4,seL4/seL4,1438,x86/vcpu: Allow CR0.PE and CR0.PG to be cleared,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1438
seL4,seL4/seL4,1443,arch/x86: Support Xen x86/HVM direct boot ABI,closed_unmerged,abi_lifecycle,no,Read the PR timeline before attributing a reason. State alone is not a quality label.,https://github.com/seL4/seL4/pull/1443
